condition,seed,checkpoint,epoch,layer,E0,EA,EB,EAB,R_interaction,R_separable,spectral_entropy,participation_ratio,test_accuracy
RAW,42,ckpt_epoch_30000.pt,30000,1,0.12354045609427668,0.05571103036887659,0.3000321594508167,0.52071635408603,0.5941133937176238,0.40588660628237616,3.634471199453378,23.404331792220603,0.12221041445270989
RAW,42,ckpt_epoch_30749.pt,30749,0,0.831767695409179,0.013065612089909012,0.07705189629609624,0.07811479620481578,0.4643269697505994,0.5356730302494006,0.8135338259605125,2.5778214871486673,0
RAW,42,ckpt_epoch_30749.pt,30749,1,0.1295557903777395,0.059502462348754136,0.2894956809247607,0.5214460663487457,0.5990574244557654,0.4009425755442347,3.6168837104337643,22.974034564766043,0
RAW,42,ckpt_epoch_31500.pt,31500,0,0.7444912815401707,0.027405301722229682,0.11480692633116867,0.11329649040643096,0.4434153601073431,0.5565846398926568,1.0816668828284208,3.2962133860131466,0.12300743889479278
RAW,42,ckpt_epoch_31500.pt,31500,1,0.20787398363676013,0.05288815920297115,0.2456352755706287,0.49360258158963993,0.6231364345989262,0.37686356540107374,3.4764300761633606,19.478086239496776,0.12300743889479278
RAW,42,ckpt_epoch_33000.pt,33000,0,0.684250509222952,0.03705776838764333,0.09794803381944406,0.18074368856996048,0.572427490303015,0.42757250969698507,1.339513465362889,4.781775547855524,0.13177470775770456
RAW,42,ckpt_epoch_33000.pt,33000,1,0.11758016813088176,0.06275833290644448,0.27688065618855184,0.542780842774122,0.6151049910385831,0.384895008961417,3.681585409431502,25.55100480569218,0.13177470775770456
RAW,42,ckpt_epoch_35000.pt,35000,0,0.6905197256706833,0.12796721559732083,0.06544999430673042,0.1160630644252655,0.37502572555484825,0.6249742744451517,1.3557267975686016,4.346700421319536,0.140807651434644
RAW,42,ckpt_epoch_35000.pt,35000,1,0.10026027106405831,0.06795297401824545,0.2725625547377371,0.5592242001799591,0.62153996560907,0.37846003439093007,3.749837840692904,27.48908894679507,0.140807651434644
RAW,42,ckpt_epoch_37500.pt,37500,0,0.6356798438477003,0.10454238287531703,0.1026500242171099,0.15712774905987287,0.4312902989484541,0.5687097010515458,1.4040757647418751,4.979056972649194,0.1594048884165781
RAW,42,ckpt_epoch_37500.pt,37500,1,0.08043920426912055,0.0665674011097952,0.2534117264334613,0.5995816681876228,0.6520304812593356,0.34796951874066445,3.8656080891724542,32.84090911611996,0.1594048884165781
RAW,42,ckpt_epoch_40000.pt,40000,0,0.6967991949976131,0.04351119884075981,0.08774050298117232,0.1719491031804547,0.5671129507030863,0.43288704929691363,1.3600989722914427,5.420730493371023,0.2481402763018066
RAW,42,ckpt_epoch_40000.pt,40000,1,0.05729894973141737,0.06336476068253324,0.24613157894957877,0.6332047106364707,0.6716919541524493,0.32830804584755063,3.946761288843023,35.96909452358719,0.2481402763018066
RAW,42,ckpt_epoch_45000.pt,45000,0,0.7859440422317083,0.013494569022274215,0.07467996620958733,0.1258814225364301,0.588077173131955,0.41192282686804504,0.970071150085397,3.5281191278403776,0.6238044633368757
RAW,42,ckpt_epoch_45000.pt,45000,1,0.02858694633258896,0.06385938019093934,0.24933490951177223,0.6582187639646995,0.6775889632939379,0.32241103670606214,4.007120189675842,39.83774478172586,0.6238044633368757
RAW,42,ckpt_epoch_50000.pt,50000,0,0.7683733714565255,0.021143361622888948,0.07521137686879824,0.13527189005178736,0.5840083711549506,0.41599162884504937,1.0681111192940334,4.406068035323923,0.9208289054197663
RAW,42,ckpt_epoch_50000.pt,50000,1,0.04644225543337893,0.08880095277584371,0.2238973552995835,0.6408594364911939,0.6720719748151757,0.32792802518482433,3.99042596333597,37.80453703829117,0.9208289054197663
RAW,42,ckpt_epoch_55000.pt,55000,0,0.8410151208573691,0.011595533546722507,0.06653282121475992,0.08085652438114853,0.5085799656998152,0.4914200343001847,0.7122387736787231,3.130766504930044,0.9527098831030818
RAW,42,ckpt_epoch_55000.pt,55000,1,0.009438907180503595,0.10224332317618373,0.23804425089480813,0.6502735187485046,0.6564698769841546,0.3435301230158454,4.024439649831644,40.866243078241524,0.9527098831030818
RAW,42,ckpt_epoch_60000.pt,60000,0,0.8746553986215786,0.04743472020174368,0.06103079623548775,0.016879084941189972,0.1346614433774551,0.8653385566225449,0.5267903850809433,1.8907770370635633,0.9659936238044633
RAW,42,ckpt_epoch_60000.pt,60000,1,0.007037193484930337,0.1042505191289389,0.2360818505587181,0.6526304368274126,0.657255672161481,0.3427443278385191,4.0144174189786295,39.977902461231366,0.9659936238044633
RAW,42,ckpt_epoch_65000.pt,65000,0,0.6904683441684258,0.005390151991177951,0.25276341923078516,0.051378084609611005,0.1659865271989093,0.8340134728010906,1.1644745878523117,4.066462307274684,0.9471307120085016
RAW,42,ckpt_epoch_65000.pt,65000,1,0.01508203478652206,0.09989619171338888,0.23719715170866673,0.6478246217914223,0.6577447510067586,0.34225524899324145,4.0076820301872615,40.4215844102922,0.9471307120085016
