name,variant,p,layer,subspace,k,alpha,accuracy,delta_accuracy,rank,variance_fraction,is_random_control,variance_matched,trial,percentile
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,88,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,89,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,90,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,91,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,92,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,93,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.97,0.0020000000000000018,2,0.6335174559295181,1,1,94,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,95,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,96,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.975,0.007000000000000006,2,0.6335174559295181,1,1,97,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.975,0.007000000000000006,2,0.6335174559295181,1,1,98,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,99,
RAW_p113_s42,RAW,113,0,A,4,1.0,0.85,-0.118,4,0.7139905177499741,0,0,0,0.0
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,0,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,1,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.97,0.0020000000000000018,4,,1,0,2,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,3,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,4,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.975,0.007000000000000006,4,,1,0,5,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,6,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,7,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,8,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.975,0.007000000000000006,4,,1,0,9,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.975,0.007000000000000006,4,,1,0,10,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.975,0.007000000000000006,4,,1,0,11,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.975,0.007000000000000006,4,,1,0,12,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.975,0.007000000000000006,4,,1,0,13,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,14,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,15,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.975,0.007000000000000006,4,,1,0,16,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,17,
